store_name,month,day_of_week,market_type,quarterhour,turnover_weight,n_lines
Londres,1,1,charcuterie,13:00,0.0001083991498986,26.0
Londres,1,1,charcuterie,13:15,6.624642518055457e-05,21.0
Londres,1,1,charcuterie,13:30,3.1343494522494346e-05,13.0
Londres,1,1,snacks,08:45,8.141698746869045e-07,1.0
Londres,1,1,snacks,09:15,4.2017711623289e-06,5.0
Londres,1,1,snacks,09:30,1.2069352413700345e-06,1.0
Londres,1,1,snacks,09:45,9.655481930960274e-06,6.0
Londres,1,1,snacks,10:00,8.378994489240102e-06,7.0
Londres,1,1,snacks,10:15,2.7166271195583148e-06,3.0
Londres,1,1,snacks,10:30,9.11542955177097e-06,9.0
Londres,1,1,snacks,10:45,1.5686066831907496e-05,15.0
Londres,1,1,snacks,11:00,7.924859534012734e-06,8.0
Londres,1,1,snacks,11:15,3.819234060403142e-05,9.0
Londres,1,1,snacks,11:30,6.848846081537075e-06,7.0
Londres,1,1,snacks,11:45,1.0625121429959252e-05,9.0
Londres,1,1,snacks,12:00,9.651390625057324e-06,10.0
Londres,1,1,snacks,12:15,1.7097567368424993e-05,16.0
Londres,1,1,snacks,12:30,6.53790683291293e-06,6.0
Londres,1,1,snacks,12:45,6.554272056524728e-06,6.0
Londres,1,1,snacks,13:00,4.500436493244196e-06,5.0
Londres,1,1,snacks,13:15,5.1427715200072304e-06,7.0
Londres,1,1,snacks,13:30,2.802544543520249e-06,3.0
Madrid,1,1,snacks,10:45,2.321944679116758e-05,3.0
Madrid,1,1,snacks,11:00,1.8441920329100003e-05,2.0
Madrid,1,1,snacks,11:45,9.588462200093662e-06,1.0
Madrid,1,1,snacks,12:30,9.588462200093662e-06,1.0
Madrid,1,1,snacks,12:45,9.588462200093662e-06,1.0
Madrid,1,1,snacks,13:00,9.588462200093662e-06,1.0
Madrid,1,2,fruits et légumes,08:30,2.8297665935599315e-05,59.0
Madrid,1,2,fruits et légumes,08:45,7.410809874934e-05,112.0
Madrid,1,2,fruits et légumes,09:00,6.108226963035131e-05,99.0
Madrid,1,2,fruits et légumes,09:15,0.0001064611033763,153.0
Madrid,1,2,fruits et légumes,09:30,0.0001167517791876,192.0
Madrid,1,2,fruits et légumes,09:45,0.0001621847743852,275.0
Madrid,1,2,fruits et légumes,10:00,0.000153886224467,259.0
Madrid,1,2,fruits et légumes,10:15,0.0001460785127043,224.0
Madrid,1,2,fruits et légumes,10:30,0.0001316563336602,239.0
Madrid,1,2,fruits et légumes,10:45,0.0001236065879105,215.0
Madrid,1,2,fruits et légumes,11:00,0.0001517603874902,261.0
Madrid,1,2,fruits et légumes,11:15,0.0001611015453524,267.0
Madrid,1,2,fruits et légumes,11:30,0.0001466285899475,251.0
Madrid,1,2,fruits et légumes,11:45,0.0001279158084065,227.0
Madrid,1,2,fruits et légumes,12:00,0.0001095770793909,205.0
Madrid,1,2,fruits et légumes,12:15,8.492515616870808e-05,159.0
Madrid,1,2,fruits et légumes,12:30,0.000129207220519,214.0
Madrid,1,2,fruits et légumes,12:45,9.0954002754186e-05,157.0
Madrid,1,2,fruits et légumes,13:00,8.814099235972664e-05,166.0
Madrid,1,2,fruits et légumes,13:15,8.064809403465345e-05,149.0
Madrid,1,2,fruits et légumes,13:30,7.891492758223088e-05,140.0
Madrid,1,2,fruits et légumes,13:45,8.292456754882184e-05,132.0
Madrid,1,2,fruits et légumes,14:00,7.454477545317305e-05,115.0
Madrid,1,2,fruits et légumes,14:15,0.0001011634363879,173.0
Madrid,1,2,fruits et légumes,14:30,9.789005365460384e-05,156.0
Madrid,1,2,fruits et légumes,14:45,0.0001244494755016,212.0
Madrid,1,2,fruits et légumes,15:00,9.26550108446984e-05,177.0
Madrid,1,2,fruits et légumes,15:15,0.000127164318265,234.0
Madrid,1,2,fruits et légumes,15:30,0.0001127506019478,193.0
Madrid,1,2,fruits et légumes,15:45,0.0001251535743729,236.0
Madrid,1,2,fruits et légumes,16:00,0.0001522258374652,260.0
Madrid,1,2,fruits et légumes,16:15,0.0001114456494724,207.0
Madrid,1,2,fruits et légumes,16:30,0.0001657611227387,270.0
Madrid,1,2,fruits et légumes,16:45,0.0001368456777453,243.0
Madrid,1,2,fruits et légumes,17:00,0.0001292563043345,242.0
Madrid,1,2,fruits et légumes,17:15,0.0001724652949243,287.0
Madrid,1,2,fruits et légumes,17:30,0.0001143568274979,218.0
Madrid,1,2,fruits et légumes,17:45,0.0001813325400847,291.0
Madrid,1,2,fruits et légumes,18:00,0.0001497411808713,293.0
Madrid,1,2,fruits et légumes,18:15,0.0001500847675801,245.0
Madrid,1,2,fruits et légumes,18:30,0.0001069604042586,210.0
Madrid,1,2,fruits et légumes,18:45,0.0001391441543492,249.0
Madrid,1,2,fruits et légumes,19:00,0.0001288213201761,229.0
Madrid,1,2,fruits et légumes,19:15,0.0001205904720724,225.0
Madrid,1,2,fruits et légumes,19:30,0.000124842146026,200.0
Madrid,1,2,fruits et légumes,19:45,9.334895444381294e-05,172.0
Madrid,1,2,fruits et légumes,20:00,5.89039637472772e-05,110.0
Madrid,1,2,produits maison,08:30,6.01530622256833e-06,10.0
Madrid,1,2,produits maison,08:45,1.1834277182948166e-05,22.0
Madrid,1,2,produits maison,09:00,1.983324657176581e-05,27.0
Madrid,1,2,produits maison,09:15,2.8101330673410807e-05,41.0
Madrid,1,2,produits maison,09:30,5.031091093580294e-05,71.0
Madrid,1,2,produits maison,09:45,5.362829984864312e-05,73.0
Madrid,1,2,produits maison,10:00,6.532548085713206e-05,92.0
Madrid,1,2,produits maison,10:15,7.762520801509605e-05,104.0
Madrid,1,2,produits maison,10:30,5.323224423353873e-05,81.0
Madrid,1,2,produits maison,10:45,8.639428554439447e-05,118.0
Madrid,1,2,produits maison,11:00,7.393207403151584e-05,109.0
Madrid,1,2,produits maison,11:15,5.3555520398004255e-05,75.0
Madrid,1,2,produits maison,11:30,6.830943833332448e-05,96.0
Madrid,1,2,produits maison,11:45,4.824600559209632e-05,69.0
Madrid,1,2,produits maison,12:00,4.047045219128627e-05,57.0
Madrid,1,2,produits maison,12:15,5.1879900487947225e-05,60.0
Madrid,1,2,produits maison,12:30,3.716152600526457e-05,55.0
Madrid,1,2,produits maison,12:45,5.215917047295676e-05,84.0
Madrid,1,2,produits maison,13:00,4.631142624139413e-05,64.0
Madrid,1,2,produits maison,13:15,4.717631692224174e-05,71.0
Madrid,1,2,produits maison,13:30,3.368165273750979e-05,45.0
Madrid,1,2,produits maison,13:45,2.596703096979272e-05,30.0
Madrid,1,2,produits maison,14:00,2.994451257447353e-05,40.0
Madrid,1,2,produits maison,14:15,2.019545127959632e-05,33.0
Madrid,1,2,produits maison,14:30,3.839708412076117e-05,56.0
Madrid,1,2,produits maison,14:45,5.085760308827608e-05,59.0
Madrid,1,2,produits maison,15:00,4.001515748845259e-05,59.0
Paris,1,1,fruits et légumes,08:30,2.1877711341653507e-06,1.0
Paris,1,1,fruits et légumes,08:45,8.387667404740248e-06,4.0
Paris,1,1,fruits et légumes,09:00,7.958108354809444e-05,29.0
Paris,1,1,fruits et légumes,09:15,8.954598130537249e-05,33.0
Paris,1,1,fruits et légumes,09:30,8.49451204152507e-05,38.0
Paris,1,1,fruits et légumes,09:45,0.0001208943431048,43.0
Paris,1,1,fruits et légumes,10:00,0.0001579628905608,57.0
Paris,1,1,fruits et légumes,10:15,0.0001713802510713,74.0
Paris,1,1,fruits et légumes,10:30,0.0002116686743161,77.0
Paris,1,1,fruits et légumes,10:45,0.0002087613372607,68.0
Paris,1,1,fruits et légumes,11:00,0.0002751794522906,95.0
Paris,1,1,fruits et légumes,11:15,0.0001926328849461,72.0
Paris,1,1,fruits et légumes,11:30,0.0002138055670518,78.0
Paris,1,1,fruits et légumes,11:45,0.0002958942288102,122.0
Paris,1,1,fruits et légumes,12:00,0.0001157338198316,41.0
Paris,1,1,fruits et légumes,12:15,0.0001613862799435,73.0
Paris,1,1,fruits et légumes,12:30,0.0001756104264869,59.0
Paris,1,1,fruits et légumes,12:45,4.8000134784146105e-05,24.0
Paris,1,1,fruits et légumes,13:00,3.804977371214488e-05,13.0
Paris,1,1,fruits et légumes,13:15,5.623516699347947e-05,19.0
Paris,1,1,fruits et légumes,13:30,1.4660247101699378e-05,8.0
Paris,1,1,produits maison,08:30,2.1441610783348124e-06,1.0
Paris,1,1,produits maison,08:45,4.542714149014433e-06,1.0
Paris,1,1,produits maison,09:00,3.008367018043318e-05,12.0
Paris,1,1,produits maison,09:15,5.5755456379343534e-05,20.0
Paris,1,1,produits maison,09:30,4.2003752107447045e-05,12.0
Paris,1,1,produits maison,09:45,6.62582114918649e-05,23.0
Paris,1,1,produits maison,10:00,8.224129695375728e-05,25.0
Paris,1,1,produits maison,10:15,0.0001079494248658,37.0
Paris,1,1,produits maison,10:30,0.0001001214198442,39.0
Paris,1,1,produits maison,10:45,0.0001189973056762,37.0
Paris,1,1,produits maison,11:00,0.0001689816980006,46.0
Paris,1,1,produits maison,11:15,9.548421724096416e-05,33.0
Paris,1,1,produits maison,11:30,0.0001006156671436,35.0
Paris,1,1,produits maison,11:45,0.0001538272035995,47.0
Paris,1,1,produits maison,12:00,0.0001540234488508,51.0
Paris,1,1,produits maison,12:15,0.0001043515952598,37.0
Paris,1,1,produits maison,12:30,0.0001095920703021,34.0
Paris,1,1,produits maison,12:45,6.292931056346713e-05,13.0
Paris,1,1,produits maison,13:00,5.76670304932488e-05,14.0
Paris,1,1,produits maison,13:15,1.4827418982383107e-05,5.0
Paris,1,1,produits maison,13:30,2.4857731823406973e-06,1.0
Paris,1,1,charcuterie,08:30,6.061797760444859e-06,1.0
Paris,1,1,charcuterie,08:45,2.6725695881481703e-05,6.0
Paris,1,1,charcuterie,09:00,0.000123605434909,12.0
Paris,1,1,charcuterie,09:15,7.631032936080406e-05,16.0
Paris,1,1,charcuterie,09:30,0.0002243010538217,29.0
Paris,1,1,charcuterie,09:45,0.0002451248554808,36.0
Paris,1,1,charcuterie,10:00,0.0003696824432754,55.0
Paris,1,1,charcuterie,10:15,0.0003505885071643,45.0
Paris,1,1,charcuterie,10:30,0.0004306420329839,56.0
Paris,1,1,charcuterie,10:45,0.0005232552548827,62.0
Paris,1,1,charcuterie,11:00,0.0003196108308393,53.0
Paris,1,1,charcuterie,11:15,0.0005616321040135,58.0
Paris,1,1,charcuterie,11:30,0.0004001295305878,62.0
Paris,1,1,charcuterie,11:45,0.0003996134782605,60.0
Paris,1,1,charcuterie,12:00,0.0005502789528123,79.0
Paris,1,1,charcuterie,12:15,0.0003263195110946,46.0
Paris,1,1,charcuterie,12:30,0.0003080614343869,40.0
Paris,1,1,charcuterie,12:45,0.000177114973413,21.0
Paris,1,1,charcuterie,13:00,0.0001229076740157,17.0
Paris,1,1,charcuterie,13:15,0.0001837800436125,23.0
Paris,1,1,charcuterie,13:30,0.0001297980628369,13.0
Paris,1,1,snacks,08:45,2.122356050419543e-06,1.0
Paris,1,1,snacks,09:00,1.4027901292156567e-06,1.0
Paris,1,1,snacks,09:15,2.11508770778112e-06,1.0
Paris,1,1,snacks,09:30,1.4754735555998876e-06,1.0
Paris,1,1,snacks,09:45,3.5687562354657383e-06,2.0
Paris,1,1,snacks,10:00,2.805580258431313e-06,1.0
Paris,1,1,snacks,10:30,1.641191767755934e-05,6.0
Paris,1,1,snacks,10:45,1.144763965551637e-05,6.0
Paris,1,1,snacks,11:00,9.528797198972674e-06,5.0
Paris,1,1,snacks,11:15,1.1164174292617868e-05,6.0
Paris,1,1,snacks,11:30,7.915225133242748e-06,4.0
Paris,1,1,snacks,11:45,1.981350203234135e-05,10.0
Paris,1,1,snacks,12:00,1.2610574477664066e-05,6.0
Paris,1,1,snacks,12:15,1.4456733507823528e-05,8.0
Paris,1,1,snacks,12:30,4.0266618216863925e-06,2.0
Paris,1,1,snacks,12:45,5.814674110738474e-06,3.0
Paris,1,1,snacks,13:00,2.122356050419543e-06,1.0
Whatever,1,1,fruits et légumes,09:00,6.0057751178674816e-05,14.0
Whatever,1,1,fruits et légumes,09:15,7.403949876035432e-05,25.0
Whatever,1,1,fruits et légumes,09:30,0.0002122028220212,59.0
Whatever,1,1,fruits et légumes,09:45,0.0002054475956615,58.0
Whatever,1,1,fruits et légumes,10:00,0.0002568649410313,76.0
Whatever,1,1,fruits et légumes,10:15,0.0005338199807027,131.0
Whatever,1,1,fruits et légumes,10:30,0.000314788003716,89.0
Whatever,1,1,fruits et légumes,10:45,0.0005579853937405,166.0
Whatever,1,1,fruits et légumes,11:00,0.0006277093101342,172.0
Whatever,1,1,fruits et légumes,11:15,0.0006142358217178,184.0
Whatever,1,1,fruits et légumes,11:30,0.0007335473504865,201.0
Whatever,1,1,fruits et légumes,11:45,0.0008319925302536,245.0
Whatever,1,1,fruits et légumes,12:00,0.0006917592060289,204.0
Whatever,1,1,fruits et légumes,12:15,0.0006975903248154,198.0
Whatever,1,1,fruits et légumes,12:30,0.0002939401368658,58.0
Whatever,1,1,fruits et légumes,12:45,6.43086460151405e-05,22.0
Whatever,1,1,fruits et légumes,13:15,2.0053134337240245e-05,7.0
Whatever,1,1,fruits et légumes,13:30,9.934156411305652e-06,3.0
Whatever,1,1,produits maison,09:15,1.6245811135884034e-05,5.0
Whatever,1,1,produits maison,09:30,3.340648876918133e-05,8.0
Whatever,1,1,produits maison,09:45,4.976319281384273e-05,11.0
Whatever,1,1,produits maison,10:00,3.136421103253152e-05,8.0
Whatever,1,1,produits maison,10:15,0.0001037772804641,25.0
Whatever,1,1,produits maison,10:30,7.800392024914512e-05,22.0
Whatever,1,1,produits maison,10:45,0.0001151253214623,20.0
Whatever,1,1,produits maison,11:00,0.0001127873293023,25.0
Whatever,1,1,produits maison,11:15,4.778560260731305e-05,7.0
Whatever,1,1,produits maison,11:30,7.770820582573883e-05,14.0
Whatever,1,1,produits maison,11:45,4.528127108409087e-05,10.0
Whatever,1,1,produits maison,12:00,0.0001267228715053,34.0
Whatever,1,1,produits maison,12:15,6.330136876041276e-05,11.0
Whatever,1,1,produits maison,12:30,4.718493268476899e-05,8.0
Whatever,1,1,produits maison,12:45,2.859188831309738e-05,3.0
Whatever,1,1,produits maison,13:15,1.0026567168620122e-05,1.0
Whatever,1,1,charcuterie,09:15,1.1468174982725874e-05,2.0
Whatever,1,1,charcuterie,09:30,0.0002264063554204,1.0
Whatever,1,1,charcuterie,10:00,6.25066362475083e-05,2.0
Whatever,1,1,charcuterie,10:15,1.3547417022301476e-05,2.0
Whatever,1,1,charcuterie,10:30,1.2373800404407692e-05,2.0
Whatever,1,1,charcuterie,10:45,1.28266131152486e-05,3.0
Whatever,1,1,charcuterie,11:00,2.2437331875953604e-05,2.0
Whatever,1,1,charcuterie,11:30,2.003465218577736e-05,2.0
Whatever,1,1,charcuterie,11:45,2.183666195340954e-05,3.0
Whatever,1,1,charcuterie,12:00,2.7815637951655825e-06,1.0
Whatever,1,1,charcuterie,12:15,3.7426356712360815e-06,2.0
Whatever,1,1,charcuterie,12:30,0.0001129259454382,6.0
Whatever,1,1,charcuterie,13:00,4.8312343924005534e-05,2.0
Whatever,1,1,charcuterie,13:15,7.300449827843224e-06,2.0
Whatever,1,1,charcuterie,13:30,1.886103556788357e-05,3.0
Whatever,1,1,snacks,09:15,2.633706583462429e-06,1.0
Whatever,1,1,snacks,09:30,1.7123713330371512e-05,7.0
Whatever,1,1,snacks,09:45,8.954602383772259e-06,4.0
Whatever,1,1,snacks,10:00,5.757190180691555e-06,4.0
Whatever,1,1,snacks,10:15,1.0017326092888676e-05,5.0
Whatever,1,1,snacks,10:30,2.08293846986818e-05,11.0
Whatever,1,1,snacks,10:45,3.4506176781223535e-05,16.0
Whatever,1,1,snacks,11:00,1.6051748545523647e-05,8.0
Whatever,1,1,snacks,11:15,4.023564373472076e-05,15.0
Whatever,1,1,snacks,11:30,2.9127870705521315e-05,9.0
Whatever,1,1,snacks,11:45,3.971814349375972e-05,20.0
Whatever,1,1,snacks,12:00,3.752800854540675e-05,19.0
Whatever,1,1,snacks,12:15,2.5948940653903507e-05,11.0
Whatever,1,1,snacks,12:30,1.8389740705579769e-06,1.0
Whatever,1,1,snacks,13:00,8.427861067079772e-06,3.0
Whatever,1,1,snacks,13:15,2.957144234063078e-06,1.0
Whatever,1,1,jeux vidéos,09:30,1.7280811617806112e-05,2.0
Whatever,1,1,jeux vidéos,09:45,2.001617003431445e-05,2.0
Whatever,1,1,jeux vidéos,10:00,1.0433174500803796e-05,1.0
Whatever,1,1,jeux vidéos,11:15,2.7168762650454526e-06,1.0
Whatever,1,1,jeux vidéos,12:00,2.51819313681934e-05,3.0
Whatever,1,1,jeux vidéos,12:15,1.979438421675973e-05,2.0
Whatever,1,1,jeux vidéos,12:30,8.631164733171608e-06,3.0
Whatever,1,1,jeux vidéos,12:45,4.620537865723559e-06,1.0
Whatever,1,2,fruits et légumes,08:30,2.5448064462232894e-06,2.0
Whatever,1,2,fruits et légumes,08:45,5.91633477270361e-06,8.0
Whatever,1,2,fruits et légumes,09:00,7.906250936334628e-05,56.0
Whatever,1,2,fruits et légumes,09:15,4.540166046102914e-05,33.0
Whatever,1,2,fruits et légumes,09:30,0.0001052386334238,70.0
Whatever,1,2,fruits et légumes,09:45,0.0001039424151671,83.0
Whatever,1,2,fruits et légumes,10:00,0.0001280092076812,101.0
